,user,text,favorite_count,created_at
0,data2bots,@TheOyinbooke Very good advice,1,2023-06-08 08:06:21+00:00
1,data2bots,@likedbyJ A meme that could describe your experience https://t.co/yU0SiSapnN,0,2023-06-07 09:40:32+00:00
2,data2bots,5. Tell us other things you’d like to see from us in the comments. 👇,1,2023-06-06 07:55:10+00:00
3,data2bots,4. Do you follow us on any other social platforms?,1,2023-06-06 07:55:09+00:00
4,data2bots,What type of content would you like to see more?,1,2023-06-06 07:55:08+00:00
5,data2bots,2. What type of content do you prefer the most?,1,2023-06-06 07:55:06+00:00
6,data2bots,"In our bid to serve you better as our audience, kindly give us your feedback on our content so far.

1. Rate our content 1-10 based on relevance to you",1,2023-06-06 07:55:05+00:00
7,data2bots,@DavidAbu_ The power of Data,0,2023-06-06 07:45:54+00:00
8,data2bots,"If you're an absolute newbie, then the beginner's module is your best choice. 
If you already have enough experience working with SQL and Python, then the Intermediate module will be a great fit for you.

Register for your preferred module via https://t.co/9vfZeaHjqn 

#data2bots https://t.co/9E00Siszfp",0,2023-06-05 09:24:47+00:00
9,data2bots,"You can now begin your data career journey by signing up for the module that suits you best in the Data2Bots Academy.

If you're an absolute newbie, then the beginner's module is your best choice. https://t.co/kxCkDSBoHN",3,2023-06-05 08:00:02+00:00
10,data2bots,"Are you an enthusiast in the world of data? 

Join us on our Data2Bots Academy 
Community! We share ideas and opinions in the data space.

Join with this link: https://t.co/DQkW99J2fp

#data2botscommunity #whatsapp #techcommunnity #dataprofessionals #data2botsacademy https://t.co/CkaN3LRDHo",1,2023-06-02 07:57:58+00:00
11,data2bots,@malcom_okonkwo You are doing well,0,2023-06-01 08:18:27+00:00
12,data2bots,"Welcome to June. It's the 6th Month of the year already! 

Here's to making more impact in the professional spheres of your lives. 

It's never too late to start your data engineering career. Visit https://t.co/Jem1LBI7SN and register today, before the launch of the next cohort. https://t.co/seoWtiQOm5",1,2023-06-01 08:00:00+00:00
13,data2bots,"Visit https://t.co/9vfZeaHjqn to enroll today. Limited seats available.

#dataengineer #data2botsacademy #dataengineering #engineeringschool #learnpython #sqldatabase #bigdata #datascience",0,2023-05-31 08:06:49+00:00
14,data2bots,"Data is growing even bigger as the years go by, and more companies are beginning to understand the value of being data driven, regardless of their size.

At the Data2Bots Academy, we lead you by the hand on how to effectively provide data solutions for clients all over the world. https://t.co/GpxP2EaFS0",2,2023-05-31 08:01:00+00:00
15,data2bots,"Reach out to our consultants at Data2Bots to help your business 10x their productivity. Visit https://t.co/WqvA6gFcrf to book a consultation today!

#datasolutions #DataDriven #data2botssolutions #itconsultants #datacommunity #DataOrganization #organizationhacks https://t.co/4rCYY4f6oH",1,2023-05-30 07:59:49+00:00
16,data2bots,https://t.co/yellfEX3F0,1,2023-05-30 07:59:48+00:00
17,data2bots,"Companies that make the best use of their data have better chances of becoming successful in today's fast-paced world.

How does your company use their data?

🧵 https://t.co/xGWRlcWK3A",2,2023-05-30 07:55:00+00:00
18,data2bots,@DavidAbu_ Let’s see how this plays out,0,2023-05-30 07:49:13+00:00
19,data2bots,@_peroo_ @TheOyinbooke Congratulations,0,2023-05-29 08:16:37+00:00
20,data2bots,"Today is a great day to connect with your inner child and rediscover the beauty of life.

Happy Childrens Day! 🥳

#ChildrensDay #ChildrensDay2023 #Data2Bots #celebratingcreativity #powerofimagination https://t.co/VHMVb1Ngfu",0,2023-05-27 08:00:00+00:00
21,data2bots,"@malcom_okonkwo Take it always one block at a time, that's how huge structures are erected.",0,2023-05-25 08:07:05+00:00
22,data2bots,@ndekekwe True,0,2023-05-24 08:26:26+00:00
23,data2bots,@elonmusk That's why we must make every moment count,0,2023-05-23 13:13:10+00:00
24,data2bots,"Seats are filling up fast at the Data2Bots Academy!
Have you enrolled yet?
Visit https://t.co/9vfZeaHjqn to get started

#dataengineer #data2botsacademy #dataengineering #engineeringschool #learnpython #sqldatabase #bigdata #datascience https://t.co/uEJJXE5KY6",2,2023-05-23 08:00:02+00:00
25,data2bots,@mb_awak These are what differentiates a Senior from a Junior,1,2023-05-22 20:28:04+00:00
26,data2bots,"Happy New Week! 😇😇

Python is one of the tools that Data Engineers use on a daily basis, and these are just five of the reasons why the programming language is quite popular in the data space. https://t.co/yHg19lYJ1f",2,2023-05-22 08:00:02+00:00
27,data2bots,"Life of a data engineer😂😂.

One of the many tasks of a data engineer is to clean and structure the data to improve it's worth to everyone who needs it.

Interested in becoming a Data Engineer? Join Data2Bots Academy via https://t.co/9vfZeaHjqn

#dataengineer #data2botsacademy https://t.co/TNRctdyOh7",1,2023-05-19 09:43:57+00:00
28,data2bots,@EcZachly Well well,0,2023-05-18 09:27:26+00:00
29,data2bots,Visit https://t.co/orQsF9bkAc to get started. https://t.co/HEpQx0ggaL,1,2023-05-18 09:26:51+00:00
30,data2bots,"Become a Data Engineer in 9 months by enrolling into the Data2Bots Academy.

#dataengineer #data2botsacademy #dataengineering #engineeringschool #learnpython #sqldatabase #bigdata #datascience https://t.co/7EZ8PGjuT1",2,2023-05-18 09:26:47+00:00
31,data2bots,@JROdeyemi @SamuelOtigba Good luck,0,2023-05-17 16:15:26+00:00
32,data2bots,"@JROdeyemi @SamuelOtigba Hello Josh,
Would you like to join our Talent pipeline program that offers upskilling, job placement and relocation if you are approved? If yes, visit https://t.co/qfndqrpwHi to register",1,2023-05-16 07:54:46+00:00
33,data2bots,"We are still accepting students into the beginners and intermediate modules of the Data2Bots Academy Engineering course.

Enrol via https://t.co/9vfZeaHjqn

#dataengineer #data2botsacademy #dataengineering #engineeringschool #learnpython #sqldatabase #bigdata #datascience https://t.co/RPABRjHurD",3,2023-05-16 07:52:56+00:00
34,data2bots,@Opiano_1 @malcom_okonkwo This is a good answer,0,2023-05-15 07:46:09+00:00
35,data2bots,"This program is open for data engineers who have 3 years of experience and want to accelerate their growth.

Click the link below to get started
 https://t.co/lyyo5yDtP8

#data2botstalentpipeline #datatalent #mentorshipprogram #dataengineer #dataengineering  #data2bots https://t.co/VByUA3oCx2",1,2023-05-15 07:40:15+00:00
36,data2bots,"Mentors help you avoid unnecessary mistakes, and give you speed in your career journey.

You'll get to enjoy this mentorship when you join the Data2Bots Talent Pipeline Program. https://t.co/MVnXYvYOvi",2,2023-05-15 07:40:10+00:00
37,data2bots,"We're currently looking for experts to join our company. 

Interested? Visit https://t.co/6ybFO0ndDN to apply.

Don't forget to share this opportunity with your community. Someone on your timeline might need this!

#jobopenings #techjobs #dataengineers #data2bots #techroles https://t.co/cBIfNFNZpQ",3,2023-05-12 08:38:01+00:00
38,data2bots,@asemota “Tech isn’t a silver bullet” 📌,0,2023-05-12 08:36:36+00:00
39,data2bots,@EcZachly It must have felt good,0,2023-05-11 09:13:53+00:00
40,data2bots,"Visit https://t.co/9vfZeaHjqn to enrol for the Data Engineering course.

#dataengineer #data2botsacademy #dataengineering #engineeringschool #learnpython #sqldatabase https://t.co/eQbvwarXHp",1,2023-05-11 07:30:35+00:00
41,data2bots,"Wondering if the Data2Bots Academy is right for you? 🤔 

Here we've answered a few of the questions we've been receiving about the Academy. https://t.co/L9EMaK1vQl",5,2023-05-11 07:30:28+00:00
42,data2bots,@EcZachly 📌,0,2023-05-10 08:05:32+00:00
43,data2bots,"@TheOyinbooke Dear Data ninja, Don't try it.",0,2023-05-09 07:45:20+00:00
44,data2bots,"Enrol today and begin your journey as a Data Engineer!

#data2bots #dataengineering #studenttestimonials #data2botsacademy #dataengineer #testimonials https://t.co/EF3mAakcu7",1,2023-05-09 07:40:02+00:00
45,data2bots,"Our students in the first cohort of the Data2Bots Academy are currently in their second month of training. 
Here's what they have to say about the Academy. 

You can join the Data2Bots Academy beginners and intermediate stages by enrolling via https://t.co/9vfZeaHjqn https://t.co/4SKbQka1rB",3,2023-05-09 07:39:59+00:00
46,data2bots,"Happy new week! 

This new week is a great time to harness the power of data for your business. 

Simply visit https://t.co/7NgrRQFCYB and have our experts transform your business data.

#cloudmigration #cloudservices #data2botssolutions #data2bots #cloud #cloudcomputing #aws https://t.co/A3zWQLAK9c",3,2023-05-08 07:34:12+00:00
47,data2bots,@TheOyinbooke 😅,0,2023-05-08 07:33:45+00:00
48,data2bots,@ADutchEngineer Nothing beats a strong foundation,0,2023-05-05 08:02:35+00:00
49,data2bots,"Here's how Joshua became a data engineer with Data2Bots. 

You can become one too through the Data2Bots Academy.

Visit https://t.co/5wjgfDlCvg to get started.

#dataengineer #data2botsacademy #dataengineering #engineeringschool #learnpython #sqldatabase https://t.co/cADE3mDAhv",4,2023-05-05 07:59:51+00:00
50,data2bots,"Data2Bots Academy is currently accepting enrolments into the beginner and intermediate modules of Data Engineering career path. 

Interested? 

Visit https://t.co/5wjgfDlCvg to get started.

#dataengineer #data2botsacademy #dataengineering #engineeringschool #learnpython #sql https://t.co/1VyzDjLOd9",3,2023-05-04 08:25:59+00:00
51,data2bots,@ndekekwe The shift has begun.,0,2023-05-04 08:24:55+00:00
52,data2bots,@mb_awak Great points.,0,2023-05-03 09:03:58+00:00
53,data2bots,"Do you want to bypass unnecessary information and speed up your learning process? 

Then enrol in the Data2Bots Academy and enjoy 100% focused learning! 

Visit https://t.co/9vfZeaHjqn to start.

#dataengineer #data2botsacademy #dataengineering #engineeringschool #learnpython https://t.co/uQv4VTNVOZ",2,2023-05-02 08:42:04+00:00
54,data2bots,@malcom_okonkwo Keep going Malcolm,0,2023-05-02 08:27:11+00:00
55,data2bots,@PidginAnalyst Congratulations.,1,2023-05-01 08:28:02+00:00
56,data2bots,"Wishing a very Happy Labour Day to every worker. 

Don't forget to take a break and take time to relax and unwind. 😊

#Happyworkersday #happylabourday #newmonthpost #workersday2023 #happynewmonth #data2bots https://t.co/obuenScg5p",4,2023-05-01 08:22:30+00:00
57,data2bots,"We are excited to introduce the Data Engineering Intermediate module. 

If you are past the beginner's stage, then this module is perfect for you. 

This is your chance to receive value and work on your skills as a data engineer. Sign up below
https://t.co/G2TuWn1s1I https://t.co/xoa9O0Efxb",3,2023-04-28 12:22:35+00:00
58,data2bots,"You can also register for the second cohort of the beginners module and start your data engineering journey today. 

Hurry now using the link below, limited seats are available.
https://t.co/7RybziUFkv

#dataengineering #learndataengineering  #data2botsacademy #dataengineer",2,2023-04-27 10:26:15+00:00
59,data2bots,"Every Data Engineer's best friends. 

The Data Engineering career path is full of different educational value available to all our students. 

What's your favorite combo? Let us know in the comment section below. https://t.co/l2KNh4rdNJ",4,2023-04-27 10:26:12+00:00
60,data2bots,"Absolutely! 

We can help you with our cloud services immediately! Visit https://t.co/7NgrRQFCYB to get started.

#cloudmigration #cloudservices #data2botssolutions #data2bots #cloudcomputing #cloudsecurity https://t.co/d6KSXqyxAW",2,2023-04-25 13:05:28+00:00
61,data2bots,Did you know that migrating to the cloud helps businesses keep multiple versions of their stored files and makes it easier to recover in cases of any disaster? https://t.co/0QVSwZ3IKK,5,2023-04-25 13:05:23+00:00
62,data2bots,#cloudmigration #cloudservices #data2botssolutions,1,2023-04-24 08:56:19+00:00
63,data2bots,"Analyze your business data today with our data analytics services. 

Contact us to take your business correctly! 

You can also protect and recover your files in cases of any disaster with our cloud services! Let us help! 

Visit https://t.co/7NgrRQFCYB and book a session! https://t.co/ve8M52EMFp",5,2023-04-24 08:56:18+00:00
64,data2bots,"Wishing a joyous Eid Mubarak to all our friends and family! 

Celebrate the spirit of the holiday with us, come together to share stories, laughter and create the most memorable moments that bring us closer. 

#EidMubarak #Data2Bots https://t.co/OfFZDKqAXx",2,2023-04-21 09:13:17+00:00
65,data2bots,"You too can become a data professional when you enrol into the Data2Bots Academy. 

Sign up with this link https://t.co/7RybziUFkv

#aws #awscertified #dataengineering
#datatraininginlagos #schoolofdata #data2botsacademy #datatraining",1,2023-04-19 11:21:06+00:00
66,data2bots,"It's raining congratulations!!

Join us to congratulate Paul on bagging yet another certification in @awscloud Data Analytics Specialty.

We @data2bots are super proud of you, Paul. Cheers to higher heights 🥂 https://t.co/KbMF8dKnhn",1,2023-04-19 11:21:02+00:00
67,data2bots,"In need of our services? Send us a message today and book a call.

#cloudmigration #cloudservices #data2botssolutions #data2bots #cloud #cloudcomputing #aws #devops #cloudsecurity #datacenter",0,2023-04-18 14:21:01+00:00
68,data2bots,"Data2Bots is an IT consulting firm that helps businesses and provide them with the best data, cloud and digital solutions. 

We are passionate about creating products and solutions that provide useful insights from every data. https://t.co/HgWo0iQV3u",3,2023-04-18 14:20:59+00:00
69,data2bots,#data2botsacademy #learndataengineering #dataengineeringacademy #data2bots,0,2023-04-17 14:47:48+00:00
70,data2bots,"Discover more about the cores of data engineering and how to become a data engineer with the Data2Bots Academy.

Sign up today and register for the second cohort of the Data Engineering beginner module by visiting https://t.co/7RybziUFkv 

Hurry now, only 25 slots left!! https://t.co/8nCAtYeYtY",2,2023-04-17 14:47:46+00:00
71,data2bots,"To join the Data2Bots Talent Pipeline, you should have at least three years of experience as a data engineer, and actively seek to upskill your expertise. If this is you, click here to get started. https://t.co/lyyo5yDtP8",1,2023-04-13 16:05:24+00:00
72,data2bots,"In Data2Bots Academy, we take pride in raising our students and providing them with an environment that pushes them to succeed.

Join our second cohort today and get started on your journey of becoming a data professional by visiting https://t.co/BdcGKZLecf",1,2023-04-13 16:05:19+00:00
73,data2bots,"Stella joined us at Data2Bots in December 2022. Within five months, she was able to bag her @AWS Certified Developer - Associate certification from AWS.  

This could be you, but you haven't enrolled into the Data2Bots Academy or applied for the Data2Bots Talent Pipeline.",1,2023-04-13 16:05:17+00:00
74,data2bots,"We're thrilled to announce that Stella, one of our talented team members, has just passed her AWS Developer Associate exam!  

Join us in congratulating her on this
impressive accomplishment. https://t.co/0z5cRQKO3S",7,2023-04-13 16:05:16+00:00
75,data2bots,"Join the next cohort for the Data2Bots Academy and become a data engineer in 9 months. Hurry now! Seats are limited.

Click on the link below to enrol today
https://t.co/7RybziUFkv

#data2botsacademy #learndataengineering #dataengineeringacademy #data2bots #python #SQL https://t.co/5lRKDJyyow",4,2023-04-12 13:16:28+00:00
76,data2bots,"If you have experience in the data space of three years or more, join the Data2Bots Talent Pipeline.

Now is the time to work smart, not just hard. Click here to apply:
https://t.co/lyyo5yE1EG

#data2botstalentpipeline #datatalent #dataengineer #dataprofessional #AWS #data2bots https://t.co/5lWaaR6daY",2,2023-04-11 14:04:54+00:00
77,data2bots,"As a student, you pay school fees with little to no expectations of getting a job. With the Data2Bots Talent Pipeline, WE upskill you and pay you at the same time. https://t.co/rLdwaT356W",2,2023-04-11 14:04:50+00:00
78,data2bots,"If you don't get a job before your student visa expires, then you would have to come back home. But as a Talent, once you have been satisfactorily upskilled, you will easily get a visa to travel abroad. https://t.co/XI5k5vyi3T",1,2023-04-11 14:04:48+00:00
79,data2bots,"Trying to adapt to living abroad while studying can be stressful to some students. As a Talent, you'll get upskilled 100% remotely while getting all the necessary support for relocation. https://t.co/C843pbcyca",1,2023-04-11 14:04:45+00:00
80,data2bots,"Do you know how hard it is to get a work visa as a student abroad? With the Talent Pipeline, you'll be moving abroad with a job offer once you complete your upskilling with zero visa hassles. https://t.co/Mdk2H9tBMc",1,2023-04-11 14:04:42+00:00
81,data2bots,"A Masters degree and the Data2Bots Talent Pipeline both require you to study. The difference? With the Data2Bots Talent Pipeline, you're working with industry experts who are showing you the ropes. https://t.co/nQsAfgxZZ0",1,2023-04-11 14:04:35+00:00
82,data2bots,"Are you considering going abroad for your Master's degree?

Before you decide, let's show you how you can benefit more from the Data2Bots Talent Pipeline.

Interested? Let's go!
A thread… https://t.co/5e0OHBh91j",4,2023-04-11 14:04:32+00:00
83,data2bots,"Wishing you a Happy Easter..

#Eastersunday #happyeaster #data2bots https://t.co/47ThCGRqS2",4,2023-04-09 11:48:33+00:00
84,data2bots,"At Data2Bots, we create products like these that help businesses and provide them with the best solutions and results.

Need more details on how we can help your business? Send us a message today!

#githubcopilotx #data2bots #datasolutions #github",2,2023-04-05 14:22:34+00:00
85,data2bots,"@github just launched a newer version of its Copilot X initiative. 

Now developers can code, keep track of their work and offers a walkthrough for users that review different lines of code. https://t.co/wKI4lWidxa",3,2023-04-05 14:22:32+00:00
86,data2bots,"Seats are full and our students are ready to begin classes in Data2Bots Academy today!

If you would like to join cohort 2 of the Academy, sign up below for the waitlist and we'll keep you posted on our updates.

Sign up here https://t.co/78FvQTiUpG

#data2botsacademy #data2bots https://t.co/OE3U0s8jxZ",3,2023-04-03 14:34:51+00:00
87,data2bots,"""As we turn the page to a new month, let's reflect on our accomplishments and look forward to new opportunities”.

Happy new month!
.
.
#newmonth #aprilfools #happynewmonthapril https://t.co/S5l0tC4y6k",4,2023-04-01 10:10:18+00:00
88,data2bots,https://t.co/t62LZKk6eJ,2,2023-03-30 10:46:53+00:00
89,data2bots,"Classes will commence in few days! Have you enrolled?

Download the beginner module of the data engineering career path https://t.co/TbBOJi9Wuu

Register here https://t.co/OWNO1gGT8l and get 25% discount off 
.

#data2botsacademy #dataengineering #datatraininginlagos #internship https://t.co/9e3doCb4QW",4,2023-03-30 10:46:50+00:00
90,data2bots,"Watch how we show you the simple steps to register for the Data Engineering program on our website https://t.co/OWNO1gGT8l

Registration is closing soon! Don’t miss out on this opportunity!!
.
.
#datatraininginlagos #dataengineeringjobs #schoolofdata #data2botsacademy https://t.co/DsD2wo7mir",2,2023-03-29 10:19:54+00:00
91,data2bots,https://t.co/tnwc9Uw5kw,1,2023-03-28 11:35:02+00:00
92,data2bots,"Don’t miss out on the opportunity to join the first cohort of the Data2Bots academy. Classes are getting filled up! 

Internship opportunities are available for outstanding students and relocation options. 

Enrol here https://t.co/OWNO1gGT8l to get started.
.
.
#data2botsacademy https://t.co/F0OMOtXhHV",3,2023-03-28 11:34:58+00:00
93,data2bots,"Classes are getting filled up and we can only accept a few students at the moment based on  first-come, first-served basis. 

Hurry now and join the first cohort of the Data2Bots Academy here https://t.co/OWNO1gGT8l 
.
#dataengineeringinlagos #internshipopportunities https://t.co/f1AycN28n6",4,2023-03-27 10:56:07+00:00
94,data2bots,"We're thrilled to announce that Paul, one of our talented team members, has just passed his AWS Developer Associate exam! 🌟👏

Get started here  https://t.co/OWNO1gGT8l and begin your journey to becoming a Data Professional!
.

#awscertifieddeveloperassociate #dataengineering https://t.co/Duqp2GucpF",5,2023-03-24 09:34:55+00:00
95,data2bots,"Congratulations to all the action-takers who have registered for our academy program!  If you haven’t signed up yet, don't miss out on this life-changing opportunity! Register here https://t.co/OWNO1gGT8l 

#data2bots #internshipopportunities https://t.co/jUcXMFeVjX",3,2023-03-23 10:16:53+00:00
96,data2bots,"Don't miss out on this chance to level up your skills and advance your career. 

Register now https://t.co/OWNO1gGT8l and get 25% off the enrollment fee! Discount available for a limited time.

#careerindata #internshipopportunities #schoolofdata #dat2bots #dataengineering https://t.co/Imh5STWAKj",1,2023-03-22 09:50:25+00:00
97,data2bots,"We noticed that you've been asking a lot of questions about the Dat2Bots Academy, so we've decided to bring in our CEO for a Q&amp;A session just for you! 

Register here https://t.co/JGEpJkSwIV to get an invite link from us.

#schoolofdata #datatraininginlagos #dataengineering https://t.co/3bWghVaBGJ",1,2023-03-21 09:31:31+00:00
98,data2bots,"Don't miss out on your chance to level up your data skills! Act fast and register here https://t.co/OWNO1gGT8l to get 25% off the Data2Bots Academy. This offer won't last forever!
.
.
#schoolofdata #dataprofessionals #dataenthusiast #dataengineering #internshipopportunities https://t.co/ZEJh4WuUT3",3,2023-03-20 12:34:06+00:00
99,data2bots,"Unleash your career with Data2Bots Academy! 

With our comprehensive classes, you'll gain the skills and knowledge you need to become a top-notch data professional. 

Invest in yourself today. Register now https://t.co/OWNO1gGT8l and get 25% off. Limited spot available https://t.co/0VidR9VtuR",3,2023-03-17 10:08:03+00:00
100,data2bots,"Ready to level up your data skills? Registration for the data2bots academy is ongoing! Join us and learn from industry experts in a hands-on environment. Sign up today! bit./422KIyA

#data2bots #dataengineering #schoolofdata #careerindataengineering #internshipopportunities https://t.co/gy3Z6lienq",4,2023-03-15 10:53:32+00:00
101,data2bots,"@ChukwumaOzoeme3 @damiokeinfo Hello Chukwuma,

Yes, we do but not yet available for the first cohort. The training available is the Data Engineering career path.",0,2023-03-15 09:59:36+00:00
102,data2bots,"Join us at @data2bots Academy and begin your journey to becoming a data engineer. 3 outstanding candidates will have the opportunity to intern with us.

Click on the link https://t.co/DNvngb8O1e to learn more about the academy.
#internshipopportunities #dataengineering #data2bots https://t.co/nkuMQ0CFHW",2,2023-03-14 10:38:24+00:00
103,data2bots,"Join the Data2Bots Academy https://t.co/BrfO99Whqy to learn from his vast wealth of knowledge in data engineering, his simple yet effective teaching methods, and share his enthusiasm about coding and the endless possibilities it holds for transforming the world.

25% discount off https://t.co/YaLPNOYs7Y",1,2023-03-13 09:26:54+00:00
104,data2bots,"Happy International Women's Day to all the amazing women out there!

Today we celebrate the incredible women of Data2Bots who bring so much talent, passion, and dedication to everything they do.

#internationalwomensday2023 #WomenInSTEM #digit4all  #embraceequity2023 https://t.co/cOg8Zbtc7N",3,2023-03-08 08:36:55+00:00
105,data2bots,"Enrol into the academy using this link https://t.co/5wjgfDlCvg  and enjoy easy to learn tutorials, practical sessions and an engaging community of the next generation of cutting-edge data engineers.
.
.
.
#schoolofdataengineering #data2botsacademy #dataengineering #techcareers https://t.co/jIKFNmhu9H",2,2023-03-07 09:06:26+00:00
106,data2bots,"We hope that you’re prepared to start our comprehensive career paths. Internship opportunities are also available.

Click here  https://t.co/zc8S2N4sQj to enrol and get 35% off. This is only available for the next 48 hours. Hurry!
#launchday #schoolofengineering #dataengineering https://t.co/02JY0D4cFy",3,2023-03-06 10:25:30+00:00
107,data2bots,"We are so excited!!! In 3 days, the Data2Bots Academy will be live and active!

Get ready to learn from industry experts and take your tech skills to the next level. 

Register as an early bird here  https://t.co/rzBdIXt2PE  to register as an early bird.
#schoolofdataengineering https://t.co/sVhysgTZ1V",2,2023-03-03 09:30:21+00:00
